Ticker	Name	Sector	Asset Class	Market Value	Weight (%)	Notional Value	Shares	Price	Location	Exchange	FX Rate	Market Currency	Accrual Date
MOS	MOSAIC	Materials	Equity	"101,536,167.76"	0.02	"101,536,167.76"	"3,353,242.00"	30.28	United States	New York Stock Exchange Inc.	1	USD	-
TECH	BIO TECHNE CORP	Health Care	Equity	"101,060,742.38"	0.02	"101,060,742.38"	"1,612,843.00"	62.66	United States	NASDAQ	1	USD	-
TFX	TELEFLEX INC	Health Care	Equity	"99,658,818.49"	0.02	"99,658,818.49"	"482,119.00"	206.71	United States	New York Stock Exchange Inc.	1	USD	-
REG	REGENCY CENTERS REIT CORP	Real Estate	Equity	"99,541,791.10"	0.02	"99,541,791.10"	"1,685,435.00"	59.06	United States	NASDAQ	1	USD	-
INCY	INCYTE CORP	Health Care	Equity	"97,673,345.04"	0.02	"97,673,345.04"	"1,908,428.00"	51.18	United States	NASDAQ	1	USD	-
HSIC	HENRY SCHEIN INC	Health Care	Equity	"97,059,593.40"	0.02	"97,059,593.40"	"1,332,870.00"	72.82	United States	NASDAQ	1	USD	-
DAY	DAYFORCE INC	Industrials	Equity	"95,635,492.38"	0.02	"95,635,492.38"	"1,605,161.00"	59.58	United States	New York Stock Exchange Inc.	1	USD	-
AAL	AMERICAN AIRLINES GROUP INC	Industrials	Equity	"94,840,771.95"	0.02	"94,840,771.95"	"6,712,015.00"	14.13	United States	NASDAQ	1	USD	-
WYNN	WYNN RESORTS LTD	Consumer Discretionary	Equity	"94,449,007.80"	0.02	"94,449,007.80"	"977,733.00"	96.6	United States	NASDAQ	1	USD	-
NWSA	NEWS CORP CLASS A	Communication	Equity	"94,384,984.95"	0.02	"94,384,984.95"	"3,898,595.00"	24.21	United States	NASDAQ	1	USD	-
TPR	TAPESTRY INC	Consumer Discretionary	Equity	"92,696,605.17"	0.02	"92,696,605.17"	"2,353,303.00"	39.39	United States	New York Stock Exchange Inc.	1	USD	-
AIZ	ASSURANT INC	Financials	Equity	"92,643,711.96"	0.02	"92,643,711.96"	"533,539.00"	173.64	United States	New York Stock Exchange Inc.	1	USD	-
PAYC	PAYCOM SOFTWARE INC	Industrials	Equity	"92,005,396.70"	0.02	"92,005,396.70"	"493,115.00"	186.58	United States	New York Stock Exchange Inc.	1	USD	-
BXP	BOSTON PROPERTIES REIT INC	Real Estate	Equity	"91,864,230.15"	0.02	"91,864,230.15"	"1,482,877.00"	61.95	United States	New York Stock Exchange Inc.	1	USD	-
CPB	CAMPBELL SOUP	Consumer Staples	Equity	"91,574,490.41"	0.02	"91,574,490.41"	"2,018,393.00"	45.37	United States	New York Stock Exchange Inc.	1	USD	-
BFB	BROWN FORMAN CORP CLASS B	Consumer Staples	Equity	"89,254,634.20"	0.02	"89,254,634.20"	"1,855,220.00"	48.11	United States	New York Stock Exchange Inc.	1	USD	-
MTCH	MATCH GROUP INC	Communication	Equity	"88,465,106.82"	0.02	"88,465,106.82"	"2,791,578.00"	31.69	United States	NASDAQ	1	USD	-
SOLV	SOLVENTUM CORP	Health Care	Equity	"88,213,479.30"	0.02	"88,213,479.30"	"1,426,710.00"	61.83	United States	New York Stock Exchange Inc.	1	USD	-
GNRC	GENERAC HOLDINGS INC	Industrials	Equity	"87,504,241.95"	0.02	"87,504,241.95"	"630,207.00"	138.85	United States	New York Stock Exchange Inc.	1	USD	-
HAS	HASBRO INC	Consumer Discretionary	Equity	"87,097,482.60"	0.02	"87,097,482.60"	"1,340,580.00"	64.97	United States	NASDAQ	1	USD	-
PNW	PINNACLE WEST CORP	Utilities	Equity	"86,409,164.80"	0.02	"86,409,164.80"	"1,164,544.00"	74.2	United States	New York Stock Exchange Inc.	1	USD	-
NCLH	NORWEGIAN CRUISE LINE HOLDINGS LTD	Consumer Discretionary	Equity	"84,542,781.60"	0.02	"84,542,781.60"	"4,369,136.00"	19.35	United States	New York Stock Exchange Inc.	1	USD	-
CZR	CAESARS ENTERTAINMENT INC	Consumer Discretionary	Equity	"84,174,988.08"	0.02	"84,174,988.08"	"2,212,802.00"	38.04	United States	NASDAQ	1	USD	-
CHRW	CH ROBINSON WORLDWIDE INC	Industrials	Equity	"84,067,284.42"	0.02	"84,067,284.42"	"1,196,517.00"	70.26	United States	NASDAQ	1	USD	-
ETSY	ETSY INC	Consumer Discretionary	Equity	"82,647,801.60"	0.02	"82,647,801.60"	"1,229,878.00"	67.2	United States	NASDAQ	1	USD	-
MKTX	MARKETAXESS HOLDINGS INC	Financials	Equity	"78,411,394.72"	0.02	"78,411,394.72"	"388,984.00"	201.58	United States	NASDAQ	1	USD	-
FOXA	FOX CORP CLASS A	Communication	Equity	"77,766,036.48"	0.02	"77,766,036.48"	"2,454,736.00"	31.68	United States	NASDAQ	1	USD	-
FRT	FEDERAL REALTY INVESTMENT TRUST RE	Real Estate	Equity	"77,442,298.83"	0.02	"77,442,298.83"	"755,019.00"	102.57	United States	New York Stock Exchange Inc.	1	USD	-
BWA	BORGWARNER INC	Consumer Discretionary	Equity	"77,371,246.44"	0.02	"77,371,246.44"	"2,357,442.00"	32.82	United States	New York Stock Exchange Inc.	1	USD	-
BEN	FRANKLIN RESOURCES INC	Financials	Equity	"77,259,812.63"	0.02	"77,259,812.63"	"3,079,307.00"	25.09	United States	New York Stock Exchange Inc.	1	USD	-
RHI	ROBERT HALF	Industrials	Equity	"75,426,992.60"	0.02	"75,426,992.60"	"1,068,371.00"	70.6	United States	New York Stock Exchange Inc.	1	USD	-
FMC	FMC CORP	Materials	Equity	"74,103,588.20"	0.02	"74,103,588.20"	"1,282,069.00"	57.8	United States	New York Stock Exchange Inc.	1	USD	-
DVA	DAVITA INC	Health Care	Equity	"73,496,161.20"	0.02	"73,496,161.20"	"553,560.00"	132.77	United States	New York Stock Exchange Inc.	1	USD	-
CMA	COMERICA INC	Financials	Equity	"70,642,546.45"	0.02	"70,642,546.45"	"1,354,603.00"	52.15	United States	New York Stock Exchange Inc.	1	USD	-
IVZ	INVESCO LTD	Financials	Equity	"66,999,866.96"	0.02	"66,999,866.96"	"4,617,496.00"	14.51	United States	New York Stock Exchange Inc.	1	USD	-
RL	RALPH LAUREN CORP CLASS A	Consumer Discretionary	Equity	"66,847,452.36"	0.02	"66,847,452.36"	"400,452.00"	166.93	United States	New York Stock Exchange Inc.	1	USD	-
GL	GLOBE LIFE INC	Financials	Equity	"66,319,663.14"	0.02	"66,319,663.14"	"877,941.00"	75.54	United States	New York Stock Exchange Inc.	1	USD	-
PARA	PARAMOUNT GLOBAL CLASS B	Communication	Equity	"60,395,748.00"	0.01	"60,395,748.00"	"4,958,600.00"	12.18	United States	NASDAQ	1	USD	-
MHK	MOHAWK INDUSTRIES INC	Consumer Discretionary	Equity	"59,894,914.82"	0.01	"59,894,914.82"	"543,166.00"	110.27	United States	New York Stock Exchange Inc.	1	USD	-
BIO	BIO RAD LABORATORIES INC CLASS A	Health Care	Equity	"59,314,907.60"	0.01	"59,314,907.60"	"215,221.00"	275.6	United States	New York Stock Exchange Inc.	1	USD	-
FOX	FOX CORP CLASS B	Communication	Equity	"39,708,162.00"	0.01	"39,708,162.00"	"1,357,544.00"	29.25	United States	NASDAQ	1	USD	-
NWS	NEWS CORP CLASS B	Communication	Equity	"29,329,514.82"	0.01	"29,329,514.82"	"1,176,003.00"	24.94	United States	NASDAQ	1	USD	-
